V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q42,Q3,Q103,35p.u_35r.u_b,35p.u_30r.u_b,35p.u_25r.u_b,35p.u_20r.u_b,35p.u_15r.u_b,35p.u_10r.u_b,35p.u_05r.u_b,30p.u_35r.u_b,30p.u_30r.u_b,30p.u_25r.u_b,30p.u_20r.u_b,30p.u_15r.u_b,30p.u_10r.u_b,30p.u_05r.u_b,25p.u_35r.u_b,25p.u_30r.u_b,25p.u_25r.u_b,25p.u_20r.u_b,25p.u_15r.u_b,25p.u_10r.u_b,25p.u_05r.u_b,20p.u_35r.u_b,20p.u_30r.u_b,20p.u_25r.u_b,20p.u_20r.u_b,20p.u_15r.u_b,20p.u_10r.u_b,20p.u_05r.u_b,15p.u_35r.u_b,15p.u_30r.u_b,15p.u_25r.u_b,15p.u_20r.u_b,15p.u_15r.u_b,15p.u_10r.u_b,15p.u_05r.u_b,10p.u_35r.u_b,10p.u_30r.u_b,10p.u_25r.u_b,10p.u_20r.u_b,10p.u_15r.u_b,10p.u_10r.u_b,10p.u_05r.u_b,05p.u_35r.u_b,05p.u_30r.u_b,05p.u_25r.u_b,05p.u_20r.u_b,05p.u_15r.u_b,05p.u_10r.u_b,05p.u_05r.u_b,35p.u_35r.d_b,35p.u_30r.d_b,35p.u_25r.d_b,35p.u_20r.d_b,35p.u_15r.d_b,35p.u_10r.d_b,35p.u_05r.d_b,30p.u_35r.d_b,30p.u_30r.d_b,30p.u_25r.d_b,30p.u_20r.d_b,30p.u_15r.d_b,30p.u_10r.d_b,30p.u_05r.d_b,25p.u_35r.d_b,25p.u_30r.d_b,25p.u_25r.d_b,25p.u_20r.d_b,25p.u_15r.d_b,25p.u_10r.d_b,25p.u_05r.d_b,20p.u_35r.d_b,20p.u_30r.d_b,20p.u_25r.d_b,20p.u_20r.d_b,20p.u_15r.d_b,20p.u_10r.d_b,20p.u_05r.d_b,15p.u_35r.d_b,15p.u_30r.d_b,15p.u_25r.d_b,15p.u_20r.d_b,15p.u_15r.d_b,15p.u_10r.d_b,15p.u_05r.d_b,10p.u_35r.d_b,10p.u_30r.d_b,10p.u_25r.d_b,10p.u_20r.d_b,10p.u_15r.d_b,10p.u_10r.d_b,10p.u_05r.d_b,05p.u_35r.d_b,05p.u_30r.d_b,05p.u_25r.d_b,05p.u_20r.d_b,05p.u_15r.d_b,05p.u_10r.d_b,05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,35p.u_r.nc_b,30p.u_r.nc_b,25p.u_r.nc_b,20p.u_r.nc_b,15p.u_r.nc_b,10p.u_r.nc_b,05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder
R_DnMRsFPajP9o0dr,Default Response Set,Anonymous,,,74.91.79.108,0,2020-03-27 7:39,2020-03-27 7:58,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,5,,,6,4,5,7,6,4,1,50,50,2,2,2,2,2,28,,5,4,53,52,51,52,21,19,19,19,yes,1,7,5,7,4,5,6,2,2,5,4,6,5,6,4,6,5,4,1,32,1,7,6,6,6,3,,,6,1,1,4
R_3npKnqFLp235F1f,Default Response Set,Anonymous,,,76.107.127.23,0,2020-03-27 7:32,2020-03-27 7:59,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,,3,4,5,4,5,3,3,1,50,50,2,2,2,2,2,29,27,4,4,52,53,54,52,20,19,20,21,about my country ,1,5,6,4,5,4,5,2,4,5,4,5,4,5,4,5,4,5,1,28,2,6,7,7,7,3,,,7,1,1,3
R_1rHeWTDIxKFMHuy,Default Response Set,Anonymous,,,24.166.167.48,0,2020-03-27 7:43,2020-03-27 7:59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,,2,2,2,5,4,6,5,1,25,75,2,1,2,1,1,28,27,4,4,50,50,53,50,18,18,18,19,If one or both parties wealth was increased I would support it.  If one party is loosing wealth in order for the other to rise I did not support it.,1,1,4,5,1,6,5,2,7,4,5,6,6,6,7,4,6,3,1,49,1,8,6,4,6,3,,,5,1,1,4
R_VQ3MP3JUCx8CRgd,Default Response Set,Anonymous,,,24.11.16.232,0,2020-03-27 7:46,2020-03-27 8:01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,,1,1,1,1,5,1,1,1,55,45,2,1,2,1,1,24,25,3,3,51,51,52,50,18,18,20,18,"I figured that a decrease in the wealth of the rich was simply transferred to the poor, which I opposed every time.  I always voted yes on increases in wealth for both groups.",1,4,5,4,3,5,4,2,5,6,6,7,7,7,4,2,4,3,1,48,1,6,6,6,7,2,2,,2,1,1,8
R_1DFID3Bzv9kr9py,Default Response Set,Anonymous,,,73.53.169.223,0,2020-03-27 7:24,2020-03-27 8:02,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,8,4,1,1,1,4,2,5,1,1,60,40,2,1,2,1,1,28,27,4,3,50,51,52,50,18,18,18,22,I don't think it's fair either way to increase one and decrease the other.  If a slight increase and no change that's ok but if there's a huge discrepancy or one gets a lot and the other decreases a lot it's not right.  But giving more to the poor who need it more than the rich is ok - but giving more to the rich would do more economic good.  ,1,3,3,3,4,6,5,2,6,5,7,6,6,7,4,1,3,1,2,49,1,4,6,5,7,3,,,6,1,1,5
R_2Tnv92Ds5mVyKkP,Default Response Set,Anonymous,,,199.114.218.104,0,2020-03-27 7:22,2020-03-27 8:03,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,8,23,2,3,5,2,3,2,2,1,60,40,2,2,1,2,2,28,27,4,3,52,52,53,52,21,20,21,20,I CONSIDERED COMPETENCY AND EXPERIENCE,1,5,4,5,4,5,4,2,5,5,4,4,5,5,4,4,4,5,1,34,1,10,6,5,4,3,,,6,1,1,6
R_1Fo0SfH9g2wDfnU,Default Response Set,Anonymous,,,24.250.213.146,0,2020-03-27 7:35,2020-03-27 8:03,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,8,,1,1,1,1,1,1,1,1,40,60,2,1,2,1,1,29,28,5,5,52,50,51,50,18,19,18,18,Depending on what the increase and decrease in the whealth,1,4,6,6,6,2,4,2,4,4,7,4,7,7,4,4,4,1,2,53,1,7,6,6,6,3,,,7,1,1,5
R_3nJLD7FgmkbiqfK,Default Response Set,Anonymous,,,107.9.61.100,0,2020-03-27 7:40,2020-03-27 8:04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,19,3,2,2,2,4,4,2,1,75,25,2,1,1,1,2,27,27,4,4,50,50,53,50,18,18,18,19,"I have no problem with people doing better for themselves.  It doesn't matter if they are rich or poor, but any policy that would benefit the top 20% of rich people and not benefit the lower 20% of poor people is not a good policy.  If a policy benefits both groups, I am fine with that.  Any help that the lower 20% can get would help.  I do think of the top 20% as those who have the most, and I don't think it would hurt them if they lost some of their riches.",1,2,3,5,3,5,5,2,6,6,5,1,3,5,6,5,7,5,2,58,1,6,6,6,5,3,,,4,1,1,7
R_3lxGkCasaJq6oCh,Default Response Set,Anonymous,,,47.135.77.203,0,2020-03-27 7:43,2020-03-27 8:05,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,8,7,1,4,1,2,1,3,1,1,20,80,2,1,1,1,2,29,28,4,4,51,51,53,50,18,18,18,18,"I dont think its fair to take from the rich, but they dont need help either",1,1,1,1,1,7,4,2,7,6,2,5,5,5,7,3,5,1,2,32,1,4,4,3,5,2,2,,5,1,1,4
R_1eQPtgXTvBeE6lA,Default Response Set,Anonymous,,,73.197.34.108,0,2020-03-27 7:50,2020-03-27 8:07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,19,1,1,1,1,1,1,1,1,50,50,2,1,1,1,2,29,28,5,5,50,50,50,50,18,18,18,18,it middle class people where taking care of and less f ornate ,1,6,4,4,2,3,6,2,3,3,4,4,3,7,6,6,6,2,2,53,1,6,7,7,7,3,,,7,1,1,8
R_yBGX4AVjjgIIdrj,Default Response Set,Anonymous,,,170.142.177.161,0,2020-03-27 7:21,2020-03-27 8:08,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,1,1,1,1,1,1,1,1,1,60,40,2,1,1,2,2,28,27,4,5,50,50,53,50,19,19,18,20,The benefit of the poor was my main concern,1,2,3,4,1,7,4,2,7,5,3,3,3,4,7,5,7,4,1,28,1,5,7,7,7,3,,,7,1,1,6
R_2CPT5xq4h4MqnZB,Default Response Set,Anonymous,,,173.171.205.77,0,2020-03-27 7:42,2020-03-27 8:08,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,4,,1,1,1,2,1,1,1,1,75,25,2,1,1,2,2,29,28,3,4,50,50,52,50,18,18,20,18,said no to unbalance stuff ,1,1,3,3,2,6,4,2,2,6,2,2,2,2,6,5,7,5,1,54,1,10,4,4,4,3,,,7,1,1,4
R_2qBJ5ZtPy3HplJH,Default Response Set,Anonymous,,,98.117.29.151,0,2020-03-27 8:01,2020-03-27 8:12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,4,7,5,1,1,4,3,1,85,15,2,2,1,2,2,24,22,3,3,50,50,52,50,21,21,18,20,"Elevating the poor was my primary thought. The impact on the rich was no consequence in cases to raise the poor. I was fine with cases where both grew, but wouldn't hurt the rich for no gain to the poor.",1,1,1,1,1,7,7,2,7,7,1,2,2,3,7,6,6,5,1,29,1,5,2,1,3,1,,48,,1,1,4
R_2UisfbAS1N1ySl8,Default Response Set,Anonymous,,,76.107.126.140,0,2020-03-27 7:18,2020-03-27 8:12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,5,,6,5,7,5,6,6,5,1,99,1,2,2,2,2,1,29,28,4,4,52,52,52,52,20,20,20,20,yes,1,5,5,5,5,6,6,2,5,5,5,6,6,6,5,6,6,6,2,28,2,6,6,6,6,3,,,6,1,1,3
R_Aps1d9rk7SwZqox,Default Response Set,Anonymous,,,71.28.128.183,0,2020-03-27 7:49,2020-03-27 8:13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,,1,5,1,1,1,1,3,1,70,30,2,1,1,1,1,27,26,4,4,50,50,52,50,20,19,19,20,"If you increase wealth for the poor it has to be enough to for them to be able to thrive without assistance. Lots of times people make just enough to kick them off assistance so there is nothing motivating them if food, cash, and medical benefits are going to be cut.",1,3,3,3,3,5,3,3,5,4,5,3,5,5,4,4,5,4,2,35,1,5,4,4,4,2,1,45,,1,1,5
R_12RVpVsEeZ89Qob,Default Response Set,Anonymous,,,173.168.225.190,0,2020-03-27 7:42,2020-03-27 8:13,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,7,,2,1,2,5,3,4,4,1,80,20,4,2,1,1,1,24,22,4,4,50,51,53,50,22,22,18,21,SOCIAL CLASSES OF PEOPLE,1,3,5,4,5,5,6,2,4,5,5,5,4,5,5,4,5,5,1,53,1,3,6,6,6,3,,,5,1,1,6
R_3JmE8NNRPmgY1MB,Default Response Set,Anonymous,,,99.48.49.177,0,2020-03-27 7:27,2020-03-27 8:13,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,5,7,5,2,3,3,4,1,60,40,2,2,2,2,2,24,22,4,4,50,50,53,50,18,18,18,20,I was thinking about how it would affect most of the people and especially myself,1,1,1,2,4,7,6,2,7,7,1,2,1,1,7,7,7,7,1,38,1,3,2,1,3,1,,48,,1,1,7
R_emNs0OIT7LtWhwd,Default Response Set,Anonymous,,,73.246.21.187,0,2020-03-27 7:59,2020-03-27 8:16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,2,8,4,3,3,4,5,4,4,4,1,100,0,2,1,1,2,2,26,24,4,3,51,51,53,50,19,19,20,19,What is somewhat fair across the board. I don't believe in free handouts. The rich help drive up our economy. ,1,3,5,5,3,4,3,2,5,3,5,4,5,5,4,3,4,3,2,36,1,14,5,5,6,3,,,5,1,1,4
R_2D0OzF2m0R9CRbX,Default Response Set,Anonymous,,,181.215.172.122,0,2020-03-27 7:10,2020-03-27 8:16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,25,5,5,6,5,4,4,5,1,80,20,4,2,1,2,1,28,27,4,4,53,53,54,53,20,20,20,20,I am considering the country's poor while deciding to vote or not for a given policy.,1,1,1,1,2,7,7,2,7,7,4,7,3,1,7,5,7,7,1,22,1,1,6,5,5,1,,47,,1,1,7
R_uyQeJXfFtRcLvr3,Default Response Set,Anonymous,,,66.188.191.234,0,2020-03-27 7:35,2020-03-27 8:17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,5,1,1,2,1,2,2,1,30,70,2,2,1,2,2,27,25,3,3,51,51,52,50,18,18,18,20,Fairness in distribution of percentages,1,2,2,2,2,6,5,2,6,4,2,3,3,4,5,5,4,4,1,50,1,9,6,5,6,3,,,5,1,1,4
R_3Hvr9GNf2vg9fZr,Default Response Set,Anonymous,,,50.235.162.2,0,2020-03-27 7:33,2020-03-27 8:18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,8,26,1,1,1,1,1,1,1,1,80,20,2,1,1,1,1,27,23,1,1,50,50,50,50,18,18,18,22,I don't think it's entirely necessary punish those that have had successful careers and made massive amounts of money. We don't know what they all do with their money - some of them use it for greater good and to help others. They keep the economy going and some operate dozens of businesses and employ so many different people. ,1,1,1,1,1,5,6,2,6,7,3,3,3,3,6,5,5,6,2,35,1,9,6,5,6,3,,,6,1,1,5
R_3HFUXeIP2JndAO2,Default Response Set,Anonymous,,,68.33.90.166,0,2020-03-27 7:55,2020-03-27 8:21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,4,2,2,2,2,2,2,2,1,40,60,2,1,2,1,1,29,28,4,4,50,50,50,50,18,18,18,18,I was thinking of the overall impact on the population as a whole.,1,5,4,4,2,4,4,2,4,4,5,5,5,5,7,3,5,2,1,56,1,14,6,6,6,3,,,6,1,1,3
R_roHYuvBK27jmlwZ,Default Response Set,Anonymous,,,97.87.176.171,0,2020-03-27 7:48,2020-03-27 8:23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,,7,6,7,5,5,6,6,1,30,70,2,2,2,2,2,28,28,4,3,54,53,52,53,22,20,21,22,That is good ,1,7,4,6,7,7,6,2,6,5,7,5,7,5,7,5,7,5,1,30,2,4,6,7,7,3,,,7,1,1,2
R_1mdOBpfBdeU9q6z,Default Response Set,Anonymous,,,174.128.243.114,0,2020-03-27 7:55,2020-03-27 8:24,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,6,5,5,5,5,,5,1,40,60,4,2,1,2,2,27,27,5,5,53,52,54,51,22,21,19,19,I considering  the fact governmental should implement policy that will favor those who are less privileged in the country in order to make like more meaningful for then and also to improve the standard of their living        ,1,5,2,3,7,7,7,2,1,7,1,7,1,1,7,7,7,7,1,26,1,4,5,6,6,1,,48,,1,1,8
R_DkjHrjDvhQeQu1X,Default Response Set,Anonymous,,,216.186.133.181,0,2020-03-27 8:17,2020-03-27 8:31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,6,4,1,1,1,4,1,90,10,2,1,1,2,2,23,22,5,5,50,50,54,50,22,22,18,18,"the welfare of the people in the United States of America, unlike Trump who is only thinking about money.",1,1,1,1,1,7,7,2,1,1,1,1,1,7,7,7,7,7,2,45,1,3,2,2,2,1,,44,,1,1,7
R_9nSNwpUs7uCNemd,Default Response Set,Anonymous,,,74.97.119.232,0,2020-03-27 8:09,2020-03-27 8:31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,8,7,1,1,1,1,1,1,1,1,80,20,2,2,1,2,2,29,28,5,5,53,53,53,50,20,20,20,20,my beliefs,1,6,5,5,5,4,4,2,5,5,5,4,4,5,4,4,5,5,2,50,1,3,6,6,6,3,,,7,1,1,4
